Minute,Timestamp,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status,Best_Overall_Objective,Best_Run
1719,07/15/2026 21:38,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1720,07/15/2026 21:39,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1721,07/15/2026 21:40,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1722,07/15/2026 21:41,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1723,07/15/2026 21:42,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1724,07/15/2026 21:43,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1725,07/15/2026 21:44,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1726,07/15/2026 21:45,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1727,07/15/2026 21:46,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1728,07/15/2026 21:47,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1729,07/15/2026 21:48,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1730,07/15/2026 21:49,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1731,07/15/2026 21:50,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1732,07/15/2026 21:51,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1733,07/15/2026 21:52,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1734,07/15/2026 21:53,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1735,07/15/2026 21:54,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1736,07/15/2026 21:55,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1737,07/15/2026 21:56,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1738,07/15/2026 21:57,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1739,07/15/2026 21:58,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1740,07/15/2026 21:59,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1741,07/15/2026 22:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1742,07/15/2026 22:02,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1743,07/15/2026 22:03,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1744,07/15/2026 22:04,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1745,07/15/2026 22:05,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1746,07/15/2026 22:06,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1747,07/15/2026 22:07,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1748,07/15/2026 22:08,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1749,07/15/2026 22:09,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1750,07/15/2026 22:10,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1751,07/15/2026 22:11,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1752,07/15/2026 22:12,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1753,07/15/2026 22:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1754,07/15/2026 22:14,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1755,07/15/2026 22:15,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1756,07/15/2026 22:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1757,07/15/2026 22:17,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1758,07/15/2026 22:18,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1759,07/15/2026 22:19,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1760,07/15/2026 22:20,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1761,07/15/2026 22:21,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1762,07/15/2026 22:22,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1763,07/15/2026 22:23,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1764,07/15/2026 22:24,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1765,07/15/2026 22:25,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1766,07/15/2026 22:26,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1767,07/15/2026 22:27,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1768,07/15/2026 22:28,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1769,07/15/2026 22:29,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1770,07/15/2026 22:30,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1771,07/15/2026 22:32,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1772,07/15/2026 22:34,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1773,07/15/2026 22:40,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1774,07/15/2026 22:41,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1775,07/15/2026 22:42,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1776,07/15/2026 22:43,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1777,07/15/2026 22:44,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1778,07/15/2026 22:45,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1779,07/15/2026 22:46,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1780,07/15/2026 22:47,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1781,07/15/2026 22:48,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1782,07/15/2026 22:49,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1783,07/15/2026 22:50,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1784,07/15/2026 22:51,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1785,07/15/2026 22:52,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1786,07/15/2026 22:53,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1787,07/15/2026 22:54,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1788,07/15/2026 22:55,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1789,07/15/2026 22:57,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1790,07/15/2026 22:58,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1791,07/15/2026 22:59,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1792,07/15/2026 23:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1793,07/15/2026 23:01,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1794,07/15/2026 23:02,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1795,07/15/2026 23:03,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1796,07/15/2026 23:04,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1797,07/15/2026 23:05,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1798,07/15/2026 23:06,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1799,07/15/2026 23:07,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1800,07/15/2026 23:08,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1801,07/15/2026 23:09,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1802,07/15/2026 23:10,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1803,07/15/2026 23:11,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1804,07/15/2026 23:19,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1805,07/15/2026 23:21,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1806,07/15/2026 23:26,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1807,07/15/2026 23:33,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1808,07/15/2026 23:34,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1809,07/15/2026 23:40,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1810,07/15/2026 23:47,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1811,07/15/2026 23:48,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1812,07/15/2026 23:55,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1813,07/16/2026 00:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1814,07/16/2026 00:09,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1815,07/16/2026 00:10,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1816,07/16/2026 00:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1817,07/16/2026 00:17,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1818,07/16/2026 00:25,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1819,07/16/2026 00:26,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1820,07/16/2026 00:30,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1821,07/16/2026 00:31,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1822,07/16/2026 00:32,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1823,07/16/2026 00:33,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1824,07/16/2026 00:34,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1825,07/16/2026 00:36,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1826,07/16/2026 00:37,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1827,07/16/2026 00:38,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1828,07/16/2026 00:39,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1829,07/16/2026 00:43,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1830,07/16/2026 00:47,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1831,07/16/2026 00:54,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1832,07/16/2026 00:55,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1833,07/16/2026 01:01,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1834,07/16/2026 01:02,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1835,07/16/2026 01:08,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1836,07/16/2026 01:11,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1837,07/16/2026 01:12,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1838,07/16/2026 01:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1839,07/16/2026 01:14,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1840,07/16/2026 01:15,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1841,07/16/2026 01:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1842,07/16/2026 01:17,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1843,07/16/2026 01:19,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1844,07/16/2026 01:20,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1845,07/16/2026 01:21,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1846,07/16/2026 01:23,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1847,07/16/2026 01:26,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1848,07/16/2026 01:30,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1849,07/16/2026 01:33,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1850,07/16/2026 01:38,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1851,07/16/2026 01:44,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1852,07/16/2026 01:45,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1853,07/16/2026 01:46,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1854,07/16/2026 01:52,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1855,07/16/2026 01:58,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1856,07/16/2026 01:59,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1857,07/16/2026 02:08,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1858,07/16/2026 02:12,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1859,07/16/2026 02:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1860,07/16/2026 02:14,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1861,07/16/2026 02:15,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1862,07/16/2026 02:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1863,07/16/2026 02:17,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1864,07/16/2026 02:19,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
1865,07/16/2026 02:20,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
